ts,gpu_idx,gpu_util,mem_util,mem_used_mb,mem_total_mb,power_w,temp_c,sm_clock_mhz,mem_clock_mhz,gr_engine_active,nvlink_rx_mb,nvlink_tx_mb,pcie_rx_mb,pcie_tx_mb,ecc_errors
1776047495.7447853,1,0,13,2899.181568,192265.846784,344.356,35,1965,3996,0,0.0,0.0,18.34,8.89,0
1776047495.7876766,0,99,11,2966.290432,192265.846784,378.859,43,1965,3996,99,0.0,0.0,2.07,1.611,0
1776047495.8305848,1,0,13,2899.181568,192265.846784,344.156,35,1965,3996,0,0.0,0.0,18.256,9.017,0
1776047495.873369,0,99,11,2966.290432,192265.846784,378.873,43,1965,3996,99,0.0,0.0,2.067,1.541,0
1776047495.9163191,1,0,13,2899.181568,192265.846784,344.121,35,1965,3996,0,0.0,0.0,21.714,8.95,0
1776047495.9592476,0,99,11,2966.290432,192265.846784,378.873,43,1965,3996,99,0.0,0.0,2.115,2.918,0
1776047496.0027838,1,0,13,2899.181568,192265.846784,344.121,35,1965,3996,0,0.0,0.0,18.24,8.726,0
1776047496.045631,0,99,11,2966.290432,192265.846784,378.719,43,1965,3996,99,0.0,0.0,2.091,2.942,0
1776047496.0886867,1,0,13,2899.181568,192265.846784,344.038,35,1965,3996,0,0.0,0.0,18.228,8.848,0
1776047496.1315775,0,99,11,2966.290432,192265.846784,378.613,43,1965,3996,99,0.0,0.0,2.045,1.608,0
1776047496.174331,1,0,13,2899.181568,192265.846784,344.048,35,1965,3996,0,0.0,0.0,18.279,10.367,0
1776047496.2172287,0,99,11,2966.290432,192265.846784,378.523,43,1965,3996,99,0.0,0.0,2.092,1.481,0
1776047496.2612832,1,0,13,2899.181568,192265.846784,343.996,35,1965,3996,0,0.0,0.0,18.376,11.938,0
1776047496.304154,0,99,11,2966.290432,192265.846784,378.497,43,1965,3996,99,0.0,0.0,2.096,1.528,0
1776047496.3469462,1,0,13,2899.181568,192265.846784,343.93,35,1965,3996,0,0.0,0.0,18.453,8.785,0
1776047496.3897593,0,99,11,2966.290432,192265.846784,378.494,43,1965,3996,99,0.0,0.0,2.049,1.536,0
1776047496.4325755,1,0,13,2899.181568,192265.846784,343.904,35,1965,3996,0,0.0,0.0,18.341,8.814,0
1776047496.4757435,0,99,11,2966.290432,192265.846784,378.418,43,1965,3996,99,0.0,0.0,2.043,1.591,0
1776047496.5185006,1,0,13,2899.181568,192265.846784,343.834,35,1965,3996,0,0.0,0.0,18.267,8.866,0
1776047496.5613856,0,99,11,2966.290432,192265.846784,378.418,43,1965,3996,99,0.0,0.0,2.076,1.47,0
1776047496.6041827,1,0,13,2899.181568,192265.846784,343.818,35,1965,3996,0,0.0,0.0,18.256,8.916,0
1776047496.647059,0,99,11,2966.290432,192265.846784,378.328,43,1965,3996,99,0.0,0.0,2.168,2.912,0
1776047496.6898568,1,0,13,2899.181568,192265.846784,343.818,35,1965,3996,0,0.0,0.0,18.395,8.825,0
1776047496.7327273,0,99,11,2966.290432,192265.846784,378.366,43,1965,3996,99,0.0,0.0,2.045,1.603,0
1776047496.7755723,1,0,13,2899.181568,192265.846784,343.664,35,1965,3996,0,0.0,0.0,18.0,10.343,0
1776047496.8185303,0,99,11,2966.290432,192265.846784,378.378,42,1965,3996,99,0.0,0.0,2.141,1.512,0
1776047496.8619533,1,0,13,2899.181568,192265.846784,343.762,35,1965,3996,0,0.0,0.0,18.325,11.082,0
1776047496.9048338,0,99,11,2966.290432,192265.846784,378.323,42,1965,3996,99,0.0,0.0,2.093,1.5,0
1776047496.9475896,1,0,13,2899.181568,192265.846784,343.771,35,1965,3996,0,0.0,0.0,18.374,8.854,0
1776047496.9904258,0,99,11,2966.290432,192265.846784,378.205,42,1965,3996,99,0.0,0.0,2.059,1.543,0
1776047497.0332375,1,0,13,2899.181568,192265.846784,343.767,35,1965,3996,0,0.0,0.0,18.371,8.905,0
1776047497.0762408,0,99,11,2966.290432,192265.846784,378.252,42,1965,3996,99,0.0,0.0,2.157,1.577,0
1776047497.1189299,1,0,13,2899.181568,192265.846784,343.818,35,1965,3996,0,0.0,0.0,18.233,8.821,0
1776047497.161742,0,99,11,2966.290432,192265.846784,378.252,42,1965,3996,99,0.0,0.0,1.98,1.546,0
1776047497.204572,1,0,13,2899.181568,192265.846784,343.854,35,1965,3996,0,0.0,0.0,18.093,8.812,0
1776047497.2474716,0,99,11,2966.290432,192265.846784,378.187,42,1965,3996,99,0.0,0.0,2.09,2.964,0
1776047497.290386,1,0,13,2899.181568,192265.846784,343.854,35,1965,3996,0,0.0,0.0,18.244,8.832,0
1776047497.333271,0,99,11,2966.290432,192265.846784,378.168,42,1965,3996,99,0.0,0.0,2.049,1.683,0
1776047497.376057,1,0,13,2899.181568,192265.846784,343.823,35,1965,3996,0,0.0,0.0,18.268,10.429,0
1776047497.4190304,0,99,11,2966.290432,192265.846784,378.09,42,1965,3996,99,0.0,0.0,2.117,1.542,0
1776047497.462766,1,0,13,2899.181568,192265.846784,343.787,35,1965,3996,0,0.0,0.0,18.544,11.214,0
1776047497.505708,0,99,11,2966.290432,192265.846784,378.077,42,1965,3996,99,0.0,0.0,2.1,1.519,0
1776047497.5485244,1,0,13,2899.181568,192265.846784,343.86,35,1965,3996,0,0.0,0.0,18.11,12.83,0
1776047497.5914507,0,99,11,2966.290432,192265.846784,378.115,42,1965,3996,99,0.0,0.0,2.038,1.532,0
1776047497.6343422,1,0,13,2899.181568,192265.846784,343.891,35,1965,3996,0,0.0,0.0,18.209,8.918,0
1776047497.677244,0,99,11,2966.290432,192265.846784,378.106,42,1965,3996,99,0.0,0.0,2.124,1.523,0
1776047497.7199638,1,0,13,2899.181568,192265.846784,343.943,35,1965,3996,0,0.0,0.0,18.238,8.857,0
1776047497.7628882,0,99,11,2966.290432,192265.846784,378.106,42,1965,3996,99,0.0,0.0,2.111,1.401,0
1776047497.805679,1,0,13,2899.181568,192265.846784,343.971,35,1965,3996,0,0.0,0.0,18.264,8.973,0
1776047497.850552,0,99,11,2966.290432,192265.846784,378.118,42,1965,3996,99,0.0,0.0,2.173,2.93,0
1776047497.8933034,1,0,13,2899.181568,192265.846784,343.971,35,1965,3996,0,0.0,0.0,18.214,8.787,0
1776047497.936262,0,99,11,2966.290432,192265.846784,378.152,42,1965,3996,99,0.0,0.0,2.139,1.621,0
1776047497.9792879,1,0,13,2899.181568,192265.846784,343.966,35,1965,3996,0,0.0,0.0,18.249,10.463,0
1776047498.0222106,0,99,11,2966.290432,192265.846784,378.218,42,1965,3996,99,0.0,0.0,2.089,1.485,0
1776047498.0650349,1,0,13,2899.181568,192265.846784,343.963,35,1965,3996,0,0.0,0.0,18.322,10.437,0
1776047498.107876,0,99,11,2966.290432,192265.846784,378.134,42,1965,3996,99,0.0,0.0,2.111,1.534,0
1776047498.1507154,1,0,13,2899.181568,192265.846784,343.891,35,1965,3996,0,0.0,0.0,18.447,8.8,0
1776047498.193551,0,99,11,2966.290432,192265.846784,378.121,42,1965,3996,99,0.0,0.0,2.068,1.549,0
